GEO.id,GEO.id2,GEO.display-label,GCT_STUB.target-geo-id,GCT_STUB.target-geo-id2,GCT_STUB.display-label,GCT_STUB.display-label,HC01,HC02
Id,Id2,Geography,Target Geo Id,Target Geo Id2,Geographic Area,Geographic Area,Percent,Margin of Error
0400000US06,06,California,9600000US0629270,0629270,"California - SCHOOL DISTRICT, SECONDARY - Oxnard Union High School District",Oxnard Union High School District,88.0,1.7
0400000US06,06,California,9600000US0630250,0630250,"California - SCHOOL DISTRICT, SECONDARY - Petaluma Joint Union High School District",Petaluma Joint Union High School District,87.8,2.9
0400000US06,06,California,9600000US0630750,0630750,"California - SCHOOL DISTRICT, SECONDARY - Placer Union High School District",Placer Union High School District,86.0,3.0
0400000US06,06,California,9600000US0633630,0633630,"California - SCHOOL DISTRICT, SECONDARY - Roseville Joint Union High School District",Roseville Joint Union High School District,91.4,1.9
0400000US06,06,California,9600000US0633980,0633980,"California - SCHOOL DISTRICT, SECONDARY - Salinas Union High School District",Salinas Union High School District,87.3,2.0
0400000US06,06,California,9600000US0634380,0634380,"California - SCHOOL DISTRICT, SECONDARY - San Dieguito Union High School District",San Dieguito Union High School District,96.2,1.5
0400000US06,06,California,9600000US0634980,0634980,"California - SCHOOL DISTRICT, SECONDARY - San Mateo Union High School District",San Mateo Union High School District,92.0,1.4
0400000US06,06,California,9600000US0635110,0635110,"California - SCHOOL DISTRICT, SECONDARY - San Rafael City High School District",San Rafael City High School District,87.5,3.7
0400000US06,06,California,9600000US0635600,0635600,"California - SCHOOL DISTRICT, SECONDARY - Santa Cruz City High School District",Santa Cruz City High School District,90.6,3.1
0400000US06,06,California,9600000US0635670,0635670,"California - SCHOOL DISTRICT, SECONDARY - Santa Maria Joint Union High School District",Santa Maria Joint Union High School District,87.8,2.4
0400000US06,06,California,9600000US0635830,0635830,"California - SCHOOL DISTRICT, SECONDARY - Santa Rosa High School District",Santa Rosa High School District,89.2,1.8
0400000US06,06,California,9600000US0636390,0636390,"California - SCHOOL DISTRICT, SECONDARY - Sequoia Union High School District",Sequoia Union High School District,91.8,1.6
0400000US06,06,California,9600000US0636600,0636600,"California - SCHOOL DISTRICT, SECONDARY - Shasta Union High School District",Shasta Union High School District,84.9,2.3
0400000US06,06,California,9600000US0636972,0636972,"California - SCHOOL DISTRICT, SECONDARY - Victor Valley Union High School District",Victor Valley Union High School District,88.5,4.2
0400000US06,06,California,9600000US0638640,0638640,"California - SCHOOL DISTRICT, SECONDARY - Sweetwater Union High School District",Sweetwater Union High School District,87.0,1.5
0400000US06,06,California,9600000US0638790,0638790,"California - SCHOOL DISTRICT, SECONDARY - Tamalpais Union High School District",Tamalpais Union High School District,92.0,1.8
0400000US06,06,California,9600000US0639930,0639930,"California - SCHOOL DISTRICT, SECONDARY - Tulare Joint Union High School District",Tulare Joint Union High School District,75.3,4.3
0400000US06,06,California,9600000US0642480,0642480,"California - SCHOOL DISTRICT, SECONDARY - Whittier Union High School District",Whittier Union High School District,83.9,2.3
0400000US06,06,California,9600000US0642510,0642510,"California - SCHOOL DISTRICT, SECONDARY - William S. Hart Union High School District",William S. Hart Union High School District,94.0,1.4
0400000US06,06,California,9700000US0600014,0600014,"California - SCHOOL DISTRICT, UNIFIED - Hesperia Unified School District",Hesperia Unified School District,92.5,2.4
